id,name,头像,类别,详情页,总点赞,总收藏,总评论,总分享,笔记数量,总互动量,门槛校验结果,收藏点赞比,评论点赞比,博主类型,投放建议
6714df100000000021005604,喵喵蛋饺,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3229i7fvun4005np40b0091gnp5ngegg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABInOpYgwkmORFZIkIsspNWGxuriv4eHcJhNr_Ev2jgI4=,3858,284,70,63,1,4275,双门槛全部达标,0.074,0.018,普通低价值博主,转化比值一般，性价比偏低
672213ed000000001a01d7a0,曾沛慈,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31vcku6mm20005n9lk2klgm9id5736dg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABnpQKfoF0QeSDTClxsMrOCPOEZtWv5itXcpUkWFykB18=,1068,50,99,20,1,1237,双门槛全部达标,0.047,0.093,普通低价值博主,转化比值一般，性价比偏低
673016fd00000000190185f2,咕嘟咕嘟,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo322hbjnq6mu004b3ds6h5l3gs163rlro?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABysEGRpGNfBfNcn6Dt98h7roFz64IwNtO_4lmzlNEt7g=,2234,149,673,329,1,3385,双门槛全部达标,0.067,0.301,高讨论声量型,新品造势、品牌话题引爆，不适合直接带货转化
675028bd0000000008006df0,我的北欧快乐生活,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo322bf2lr7ms005oljvq56su1khdgb890?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABTnlBzcDpa9xGScCdV4924Juzz6mPpTMqF0DsQIcjUUQ=,46711,16553,5010,5115,1,73389,双门槛全部达标,0.354,0.107,普通低价值博主,转化比值一般，性价比偏低
675bba24000000000103d7f7,阿川纪录片,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314iv9dca746g5pjmuu2hot1mba284n8?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB6FppjT-MrlJCVUOg1o4p9jqXekr0xUUAZqlyiwLcJ8s=,4312,944,150,1015,1,6421,双门槛全部达标,0.219,0.035,普通低价值博主,转化比值一般，性价比偏低
675da5bd0000000002036f30,🥝,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bd4nsmbng6g5np2gn308k6rrdeeqqg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABloSOpNFw_qsbi0OhLetl7jWMFbXVfC9OPfDb5_kovMs=,3833,1161,58,192,1,5244,双门槛全部达标,0.303,0.015,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
67602263000000000b015be3,刀子嘴的刀🔪,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31as4256cne005p7n9jmh879t5q13av0?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABa-0IbWkfDwQKN8u4U8fvb36rCtheR5cznSPEfSnDQDg=,214,103,0,9,1,326,双门槛全部达标,0.481,0.0,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
67651413000000001402754d,一只Mika酱,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mj1g7905i005pdcrgr4pfacltv0tjg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB1IAyvFQZZk8Tx_fwdPOrW2_s7Blwd02v30hcnmx6yes=,1307,387,132,79,1,1905,双门槛全部达标,0.296,0.101,普通低价值博主,转化比值一般，性价比偏低
6767cc1e000000000900d4c0,taro.,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qfbdhkuga005nfefua094f4qdingk8?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABSL1AzwKi1SFTfV9p-dR9wCq5-CFA1Qsjfj_Hsbzkogg=,1839,77,39,41,1,1996,双门槛全部达标,0.042,0.021,普通低价值博主,转化比值一般，性价比偏低
67768d94000000000900ca94,夏晶圆,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3202sul7fig6g5o7ddv9g959j7p54b2o?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB3B95EY7AY-AIi49IG2gvmea39MUCIvpfqvM5uhIm-KM=,587,86,582,79,1,1334,双门槛全部达标,0.147,0.991,高讨论声量型,新品造势、品牌话题引爆，不适合直接带货转化
677a7a44000000000b01450c,PINK SAVIOR,https://sns-avatar-qc.xhscdn.com/avatar/63205dd5825052000189f645.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB7-62oOd59Hp_zR_DRAGLZrpkERC1zCkuxUd-bE8-ZLU=,4243,1136,189,242,1,5810,双门槛全部达标,0.268,0.045,普通低价值博主,转化比值一般，性价比偏低
6781ed6f000000001800da66,一只喵,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ueoej5p2q005pgh0sp0u5hajc839jg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB4L64_g27CBthO6IgIC8v0Gmv0HJzVtkih_bJ1h42WAI=,7900,2570,99,278,1,10847,双门槛全部达标,0.325,0.013,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
67bb152e0000000029016661,温婉_,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31tnuloqsmq0g4bjdmamjf4bc8ldf7mg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABNAQQhx35QgRFPCFWHcrr43H2Vei3ZYcImLelwCVNROs=,1900,971,28,616,1,3515,双门槛全部达标,0.511,0.015,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
67daaa75000000000302801a,安熊来了（努力测评版！,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315aamjfo1a005nljvb408co0mgseu8g?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABW0yHdxd0M9ztSv8cz77NJ6QmvKareMLQk8xPOUdlEoQ=,13167,4775,450,1027,1,19419,双门槛全部达标,0.363,0.034,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
67e3cc9a000000001203d189,蒲言延,https://sns-avatar-qc.xhscdn.com/avatar/659e5479b6e9a5a883534142.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABWqZfCmUUfjOy2Qf4Fo9Lfk6YxrzEKrCO0GEvyppKbtE=,16211,1556,967,691,1,19425,双门槛全部达标,0.096,0.06,普通低价值博主,转化比值一般，性价比偏低
67e54dfb0000000007036b08,my-name-is-MM,https://sns-avatar-qc.xhscdn.com/avatar/62348163ffe7365d84a77c0c.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABY6z53EeG-Y46R8wxopZxnzKyU2H9FqlV8krUpWja-h4=,7837,5171,480,1356,1,14844,双门槛全部达标,0.66,0.061,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
67eaae45000000000900ca49,昆凌hannah_quinlivan,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2pinvgi0ju0004b84m4fifjagl5tlhpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABngEqCk2Q3MAWSm1krkiqOXEYHDQ17o9JoYuE-F4YDdk=,57120,3050,2437,1599,1,64206,双门槛全部达标,0.053,0.043,普通低价值博主,转化比值一般，性价比偏低
67ee6d830000000009038ca2,taro.,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qfbdhkuga005nfefua094f4qdingk8?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABLc9yk8R65jalu_pOIKdLEsB_MiA9wA_J8p72b-erD6s=,6083,294,85,201,1,6663,双门槛全部达标,0.048,0.014,普通低价值博主,转化比值一般，性价比偏低
67f3db9100000000070376fd,赤井牙美,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30p0pacv6k00043nqkfdqmoohoioildo?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB-Kfd2j20NoyLqxPzHT0vcpMwWLRNYEWqR-gctt7tRbM=,14760,3533,15566,239,1,34098,双门槛全部达标,0.239,1.055,普通低价值博主,转化比值一般，性价比偏低
67f721bf000000000b02e5a2,快乐咸鱼,https://sns-avatar-qc.xhscdn.com/avatar/60e90787000000002002dd29.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABqK3it1m8REODnM3gWsYFddKZQ-9GGTKnVy2rDTRIafQ=,11961,3256,1168,281,1,16666,双门槛全部达标,0.272,0.098,普通低价值博主,转化比值一般，性价比偏低
6806090e000000001c008d60,牵着小月亮长大,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31sbupcrq5s004bcujqprndrqjkobpsg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABrEIsPMA6EAq3lTuAwgiv53xUENazwypABQJrq-NLTC4=,923,320,306,32,1,1581,双门槛全部达标,0.347,0.332,普通低价值博主,转化比值一般，性价比偏低
68062faf000000000903b190,娜家HAO穿搭,https://sns-avatar-qc.xhscdn.com/avatar/62c6b27b1dd59b0001fc5003.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABrEIsPMA6EAq3lTuAwgiv5yhqGYpFDMhBtIR7B4OcLmo=,1472,1007,63,130,1,2672,双门槛全部达标,0.684,0.043,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
6809f620000000000f03be13,周周念周周,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31odjsde3g6005ni87ing950481lfin8?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABjo3YuNPDLjMdf8A81L0q35etGtkW_UbsJm9CTKh-aDw=,32370,3430,3291,2581,1,41672,双门槛全部达标,0.106,0.102,普通低价值博主,转化比值一般，性价比偏低
680af792000000001201f1ec,小团团,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31c6kk2gk0k005plpcv3ncd3piprnhdg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABSZBV_BmJFTLyKa3HaaKK5tQMjD3_KUiTBewTJ_YsmLI=,4318,1617,112,441,1,6488,双门槛全部达标,0.374,0.026,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
680f56d10000000009014cc1,小团团,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31c6kk2gk0k005plpcv3ncd3piprnhdg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABLUpI5FHK4veAka44LSLBBDr3DAdgjV_NvAEYpY_tzmE=,1717,573,37,123,1,2450,双门槛全部达标,0.334,0.022,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
680fac41000000002300ca56,赵露思,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo32206nlg5n2004a17jb2vl5roop6fpu0?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABLUpI5FHK4veAka44LSLBBBz6ZUG2iYjVpgdnp2_sv7I=,249014,15009,11231,1333,1,276587,双门槛全部达标,0.06,0.045,普通低价值博主,转化比值一般，性价比偏低
68259a590000000012002084,落小兔,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30ouncqfuju004buerg03749nrd9m0po?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABjHcoaAgUdWIAyUIaLURAntW4UACR8oi-kwVNg3XSWVM=,535,200,56,26,1,817,双门槛全部达标,0.374,0.105,普通低价值博主,转化比值一般，性价比偏低
68294a9d000000000f03183b,小团团,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31c6kk2gk0k005plpcv3ncd3piprnhdg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABJuZoo7psZ63JULm1C5U4KvJoEpe2vMLLOU5bJe2qqdc=,3337,1137,61,217,1,4752,双门槛全部达标,0.341,0.018,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
682e6c68000000002202819c,小心心的购物日记,https://sns-avatar-qc.xhscdn.com/avatar/5ee631851498a20001de7cb0.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABlbqShJvAR1avsyyjLZflhz7tNhhxtN7MQt0YajAFtV8=,8004,2923,1011,437,1,12375,双门槛全部达标,0.365,0.126,普通低价值博主,转化比值一般，性价比偏低
682f13fb000000001101cafa,小团团,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31c6kk2gk0k005plpcv3ncd3piprnhdg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABdu41xUzM7ZzVmB6jTQ0ga5MjDLaArbEnJWG_etirmpI=,1687,589,137,349,1,2762,双门槛全部达标,0.349,0.081,普通低价值博主,转化比值一般，性价比偏低
683d08cb000000002301d4cd,Melinda Wang,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo319m4es076u105o5v1d2g8fa30jn4pko?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABmYzg8Q546-EFxUMvYBQqejbrJFnKGZ7AE2VEox5klWE=,10254,533,386,826,1,11999,双门槛全部达标,0.052,0.038,普通低价值博主,转化比值一般，性价比偏低
6857dcbe0000000020018d9c,瑶瑶-Yoyo,https://sns-avatar-qc.xhscdn.com/avatar/636b9b185e9fd24e85ba76c3.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABzfK8mheH-fdUomepiCZrtSk5fpqzntVIjTymAUSGh5Q=,48494,1063,795,583,1,50935,双门槛全部达标,0.022,0.016,普通低价值博主,转化比值一般，性价比偏低
685e42cf000000001202f20e,vv,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31v7dtnr12g005od0rujk0mrpjs1iil8?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=AB8BF816Jx_Gd3huxmFVob-3LrVlQVdMC6MUMqvV8XfzQ=,3530,759,35,136,1,4460,双门槛全部达标,0.215,0.01,普通低价值博主,转化比值一般，性价比偏低
685ff3570000000010025691,AINIAT,https://sns-avatar-qc.xhscdn.com/avatar/5b499e37d2c8a5155d8d2fb4.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABQ1IaE6nOC8N36KnBMwtedNS19h7dHiHSnAgy142sPWA=,2420,371,83,38,1,2912,双门槛全部达标,0.153,0.034,普通低价值博主,转化比值一般，性价比偏低
68693598000000001d00ff4d,小笙儿,https://sns-avatar-qc.xhscdn.com/avatar/6697c7726b066266c4451db8.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABpLtxKb53VWLtpgvzSvJKIcTSSNoKV_IE8fWNuNLtkXQ=,10122,4069,154,516,1,14861,双门槛全部达标,0.402,0.015,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
686f813b0000000011000d42,肉哆的哩,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ioqs1jqgu005q2evr27armmvvenho0?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABBO_LxMfoQkPjz1WRA1ieBh_d97iuMVJSBchAFyzqsgs=,22647,1706,1944,5810,1,32107,双门槛全部达标,0.075,0.086,普通低价值博主,转化比值一般，性价比偏低
68739b55000000001d00f684,75岁马奶奶,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31u4u6lmq2i6g5prq08362ngjam9os3o?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABcSQckQrEglX-Mik07MLZmR2Zp9zsNlQpG5GHa0ETpzA=,567,49,499,31,1,1146,双门槛全部达标,0.086,0.88,高讨论声量型,新品造势、品牌话题引爆，不适合直接带货转化
68790388000000001c032211,小布丁7uf,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31dsat1st0m6g5o16ju8g8t4v0f1mn30?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABeDOaBbnziUWVPFZgnWmJXitqXs-2A6ZuUdxxdgl1Nmk=,532,151,23,20,1,726,双门槛全部达标,0.284,0.043,普通低价值博主,转化比值一般，性价比偏低
6879bd7700000000100129a8,小官教你学穿搭,https://sns-avatar-qc.xhscdn.com/avatar/5e436dda1d314d0001e8ba92.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABeDOaBbnziUWVPFZgnWmJXsm1j2ZD4MJerPX8brxZKYY=,3735,2862,67,1551,1,8215,双门槛全部达标,0.766,0.018,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
687ce1d7000000001d00c7cf,街头好东西,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31p5bqikh2o0g5prr6f7m2publcgd6t0?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABAE3C88AoXrgl9nWXsczLW2u78IScHCi9P9mcdMNtG9E=,25156,18423,129,536,1,44244,双门槛全部达标,0.732,0.005,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
687d14e800000000240085cd,pppppppc,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31k6svqsj326g5nhusge0917tan3tv78?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABTyIjjw9OBZAw7_UOTw5OL5tdus4sZj65NIroHgSPHu8=,2384,215,740,1274,1,4613,双门槛全部达标,0.09,0.31,高讨论声量型,新品造势、品牌话题引爆，不适合直接带货转化
687ee2f9000000001201539c,李李KING2.0版本,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mtptj2ul2005prs3rc62nv3eml79io?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABC3P8LoGJ_HUGZvwL3rSlLSKT9pxCVZ5fkMNKpa9iWVM=,634,116,19,32,1,801,双门槛全部达标,0.183,0.03,普通低价值博主,转化比值一般，性价比偏低
687eed03000000001202ca63,TiNayu,https://sns-avatar-qc.xhscdn.com/avatar/638c0413dd9f86c15df48708.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABC3P8LoGJ_HUGZvwL3rSlLTmFnceJ_BAUHY3by6OWw_M=,1215,383,34,70,1,1702,双门槛全部达标,0.315,0.028,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
687f08d80000000012017608,太阳西瓜汁,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31lmn6gubku0g4bj6ffmdfsc4cmn2ov8?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABoJGwPTpjzwxvckkL4qs2pRgCoarkPSwi7eV8zbXVdy0=,87,80,0,13,1,180,双门槛全部达标,0.92,0.0,高收藏带货型,优先复投，适合挂车、引导搜索转化，深度年框/独家合作
687f28f4000000002400c4a7,曾舜晞,https://sns-avatar-qc.xhscdn.com/avatar/6251355db7b82db323ed977c.jpg?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABoJGwPTpjzwxvckkL4qs2pSiGpg05g7O_a_JC-mfrVmQ=,65677,3608,14032,1318,1,84635,双门槛全部达标,0.055,0.214,高讨论声量型,新品造势、品牌话题引爆，不适合直接带货转化
687f97cb000000001c031197,Lucky Strike.,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31o6cgcj46m005o1bfjg0bm5liaffn38?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABoJGwPTpjzwxvckkL4qs2pVsznW-ZlvWZELVdNTExt30=,7462,477,1990,3593,1,13522,双门槛全部达标,0.064,0.267,高讨论声量型,新品造势、品牌话题引爆，不适合直接带货转化
687fce55000000000d01b2dd,有机电子,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ni3pc11526g5nlh2mfg8vumhh4285o?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABoJGwPTpjzwxvckkL4qs2pZd-ke7GoeXnvSMFAT0idZ4=,754,58,468,9,1,1289,双门槛全部达标,0.077,0.621,高讨论声量型,新品造势、品牌话题引爆，不适合直接带货转化
68807d65000000002201f953,只阿裴,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31utcu8pajq005o0nqle093v3ubtgd90?imageView2/2/w/80/format/jpg,穿搭,https://www.xiaohongshu.com/explore/68a6f57a000000001c034c0a?xsec_token=ABZI9yoLtPVtmEiu0814QlI6HVVSP2P4O0drrc0rdA6zs=,2131,522,28,50,1,2731,双门槛全部达标,0.245,0.013,普通低价值博主,转化比值一般，性价比偏低
